review_id,customer_id,product_id,rating,review_text,review_date
190,2,154,3,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,2024-10-16
191,36,118,1,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",2023-10-18
192,91,9,4,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",2024-10-19
193,80,89,3,Donec dapibus. Duis at velit eu est congue elementum.,2021-08-24
194,28,116,1,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,2021-06-13
195,36,45,5,"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",2021-11-11
196,22,78,2,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",2022-06-23
197,14,45,5,Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.,2024-05-15
198,30,1,3,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",2021-02-21
199,74,112,4,Morbi quis tortor id nulla ultrices aliquet.,2024-11-23
200,56,100,2,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",2022-03-17
201,4,42,3,Morbi porttitor lorem id ligula.,2024-10-19
202,1,22,1,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.,2021-09-01
203,50,177,3,Cras non velit nec nisi vulputate nonummy.,2024-02-25
204,98,77,2,Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,2022-02-25
205,5,9,2,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",2021-05-25
206,93,133,4,Morbi non quam nec dui luctus rutrum.,2023-07-01
207,55,80,2,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",2023-12-19
208,80,188,5,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue.",2021-02-11
209,64,176,2,Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,2022-06-21
210,14,81,3,Sed ante. Vivamus tortor. Duis mattis egestas metus.,2024-07-02
211,47,80,3,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",2023-07-27
212,42,90,4,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,2023-03-30
213,43,18,3,Pellentesque at nulla. Suspendisse potenti.,2024-05-02
214,65,102,2,Morbi a ipsum.,2021-02-01
215,6,22,5,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,2022-11-07
216,89,77,1,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",2021-12-24
217,78,148,4,Vivamus tortor.,2023-07-11
218,83,158,5,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",2021-09-26
219,16,178,3,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",2023-10-17
220,68,95,2,"Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",2021-12-19
221,38,81,3,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,2024-04-15
222,87,43,3,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,2023-05-20
223,90,109,4,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",2024-01-04
224,36,44,1,"Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",2021-12-09
225,43,79,5,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",2022-01-04
226,2,34,4,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",2021-08-30
227,35,183,4,Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio.,2023-03-06
228,58,112,2,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",2023-08-08
229,60,50,3,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.,2023-09-18
230,51,137,3,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",2021-06-20
231,91,62,4,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus.",2024-11-26
232,69,107,2,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue.",2021-07-30
233,1,16,3,Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst.,2022-07-31
234,45,126,3,Nunc purus. Phasellus in felis. Donec semper sapien a libero.,2023-09-14
235,96,151,1,Integer ac neque.,2024-05-16
236,72,76,3,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",2023-03-14
237,31,55,5,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",2022-07-21
238,74,194,2,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",2023-08-30
239,90,92,2,Aenean fermentum.,2022-03-07
240,23,29,2,Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,2023-08-26
241,5,4,5,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",2024-10-16
242,29,63,2,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",2022-12-01
243,95,107,4,Aenean sit amet justo.,2021-12-21
244,59,58,5,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",2021-08-28
245,48,82,4,Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,2023-11-12
246,35,142,5,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",2023-10-25
247,86,152,1,Sed accumsan felis.,2024-03-05
248,19,85,3,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.",2021-11-09
249,90,88,4,Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.,2024-08-09
250,87,38,3,"Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",2023-12-31
251,30,180,2,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",2022-01-12
252,41,62,4,Suspendisse potenti.,2024-02-28
253,4,144,3,Curabitur at ipsum ac tellus semper interdum.,2024-05-26
254,100,56,3,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,2021-09-09
255,89,85,3,Nullam varius. Nulla facilisi.,2024-02-04
256,46,118,2,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.,2022-04-26
257,71,43,1,Quisque id justo sit amet sapien dignissim vestibulum.,2024-07-20
258,5,103,2,Morbi non quam nec dui luctus rutrum.,2023-02-06
259,73,149,2,Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.,2022-10-25
260,76,61,2,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",2024-04-07
261,57,52,5,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",2023-04-21
262,40,176,2,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.,2023-10-06
263,82,68,1,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",2024-10-16
264,30,66,5,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.,2022-11-20
265,15,193,4,"Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",2023-03-05
266,29,149,2,"Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",2024-03-19
267,77,50,4,"Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",2021-04-03
268,63,110,2,"Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",2021-05-04
269,30,2,4,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.,2021-01-03
270,60,164,1,"Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",2021-08-11
271,54,107,3,Praesent id massa id nisl venenatis lacinia.,2021-02-19
272,7,112,4,Donec dapibus. Duis at velit eu est congue elementum.,2021-12-13
273,10,50,3,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc.",2023-04-06
274,76,163,4,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",2024-02-10
275,57,134,4,Nulla facilisi.,2023-06-25
276,68,149,5,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.,2021-08-28
277,53,177,5,Nunc rhoncus dui vel sem. Sed sagittis.,2022-08-02
278,26,133,5,Mauris ullamcorper purus sit amet nulla.,2022-04-25
279,90,77,4,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.,2022-09-15
280,50,152,3,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,2021-05-14
281,36,76,1,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",2024-10-13
282,64,103,2,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.,2022-08-07
283,86,145,5,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",2023-03-16
284,88,159,4,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,2024-04-11
285,18,19,5,"Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis.",2022-04-21
286,32,24,5,Proin risus.,2024-03-01
287,83,86,3,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",2021-03-25
288,20,166,4,Suspendisse accumsan tortor quis turpis. Sed ante.,2021-05-04
289,66,88,3,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus.",2024-03-06
290,8,1,1,Morbi vel lectus in quam fringilla rhoncus.,2022-10-21
291,92,8,4,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,2021-06-22
292,53,28,3,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",2024-11-01
293,67,138,1,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,2021-11-13
294,33,151,1,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",2021-02-10
295,95,125,2,Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,2024-04-11
296,46,5,1,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",2024-09-10
297,20,145,3,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",2023-08-25
298,61,183,3,Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,2022-02-07
299,76,149,3,Morbi a ipsum. Integer a nibh.,2021-12-20
300,28,185,4,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,2022-09-30
