product_id,name,description,price,category_id,stock_qty
179,Deluxe Shampoo,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",30.39,1,71
180,Deluxe Self-Help Guide,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.",164.22,2,76
181,Deluxe Cookbook,Mauris sit amet eros.,44.4,10,29
182,Basic Basketball,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",242.44,7,30
183,Eco Sleeping Bag,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",391.22,5,7
184,Basic Remote Car,Etiam justo.,265.8,3,22
185,Premium T-Shirt,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.,54.06,6,17
186,Compact Bluetooth Speaker,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",350.04,8,140
187,Basic Bluetooth Speaker,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.",160.58,9,26
188,Premium Sneakers,Morbi a ipsum. Integer a nibh.,492.04,8,157
189,Premium Childrens Book,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis.",403.93,4,183
190,Deluxe Nail Kit,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",139.69,10,112
191,Compact Throw Pillow,Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,367.26,8,143
192,Deluxe Air Fryer,In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,162,9,83
193,Premium Yoga Mat,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",421.95,2,187
194,Eco Sci-Fi Epic,Nulla nisl. Nunc nisl.,347.73,7,65
195,Basic Sci-Fi Epic,Etiam vel augue. Vestibulum rutrum rutrum neque.,487.94,9,55
196,Compact Mystery Novel,Phasellus sit amet erat. Nulla tempus.,325.96,9,45
197,Deluxe Yoga Mat,Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui.,428.89,7,192
198,Premium Camping Tent,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",400.49,10,147
199,Deluxe Mystery Novel,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.",296,2,186
200,Eco Basketball,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.",95.63,5,81
